sentence	lexical verb	trans	gloss	form	comment	p	text	part	theme	perspective	speaker	language	dialect	affiliation	source	page	note
8	писать + есть		V=N=CONV + COP-RALA	perfect	quote	P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
8	делать		V-POT.INF	infinitive	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
8	есть		COP-RALA	present	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
8	видеть		V-IPF-CONV	converb	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
9	работать		V-MS.POT.INF-LA	infinitive	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
9	находить		F=V-POT-FUT1-RALA	future	find / quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
9	брать		F=V-POT.INF	infinitive	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
9	мочь		V-IPF-FUT.NEG-RALA	future	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
10	есть		COP-RALA	present	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
10	быть		N=V-NEG-RALA	preterite	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
11	говорить		V	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
11	брать		F=V-POT.INF	infinitive	quote / question	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
11	быть		N=V-NEG-PART=N	participle	quote / question	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
12	не.есть		NEG.COP-RALA-DI	present	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
12	говорить		V	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
13	говорить		V	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
13	не.есть		NEG.COP-PART=N	participle	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
14	брать		N=V-POT-FUT2-RE	future	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
15	быть		N=V-IPF-PART=N	participle	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
15	быть		N=V=N=CONV.COMIT-RALA	converb	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
15	проскальзывать		N=V-CAUS-RALA	preterite	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	758	
16	договориться		V	infinitive	loan from Russian / quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
16	делать		V=F=CONV	converb	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
16	приезжать		F=V-IMP-RALA	imperative	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
17	приезжать		F=V-IPF-FUT.NEG-RE-DI	future	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
17	говорить		V	preterite	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
17	быть		F=V-IPF-DA-NEG-RE-DI	present	past / quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
17	находить		N=V-POT.IMP-RE	imperative	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
17	проскальзывать		F=V-POT.INF	infinitive	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
17	быть.должным		F=V-NEG-PART=F=RALA-DI-LA	participle	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
17	говорить		V=N=CONV.COMIT	converb	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
18	приходить		M=V=M=CONV	converb		nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
18	говорить		V	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
18	учиться		V.IPF-PART=N	participle	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
19	есть		COP-RALA	present	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
20	проскальзывать		F=V-NEG-PART=F=Q-RALA	participle	quote / question	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
20	проскальзывать		F=V-NEG-PART=N=TEMP	converb	quote / question	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
20	учиться		V.IPF-PART=N	participle	quote / question	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
21	не.есть		NEG.COP-RALA	present	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
21	есть		COP-RALA	present	quote	not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
21	быть		F=V-POT.INF	infinitive	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
21	быть.должным		F=V-IPF-PART=F	participle	quote	nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
21	говорить		V=N=CONV.COMIT	converb		nonfinite	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
21	кончаться		N=V	preterite		not P	7. Поступление		anecdote from personal experience	direct	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	759	
1	быть		HPL=V=HPL=COMIT	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	782	
1	быть		HPL=V=HPL	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	782	
2	ударять		V-IPF-PART=HPL	participle		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	782	
2	смотреть + быть		HPL=V=HPL.CONV=COMIT + HPL=V=HPL	pluperfect	preterite series	not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
2	есть		COP=PART.N	participle		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
2	быть		N=V	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
3	идти		M=V-IPF-CONV	converb		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
3	видеть		V	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
4	видеть		V=M=CONV	converb		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
4	бежать		V=HPL=COMIT	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
4	уходить		HPL=V=HPL	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
4	делать		V=N=CONV	converb		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
4	стать		N=V-NEG-PART=N=DA	participle		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
5	прятаться + быть		HPL=V=HPL.CONV=COMIT + HPL=V=HPL	pluperfect	preterite series	not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
6	уходить		N=V-NEG-CONV	converb		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
6	открывать		V-IPF-PART=NPL	participle		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
6	слышать		V	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
7	говорить		V	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
7	приходить		HPL=V-IMP-RALA	imperative	quote	not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
8	знать		N=V	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
9	говорить		V	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
9	есть		COP=PART.N	participle	quote	nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
9	рассказывать		N=V-BI-PRH-RE	prohibitive	quote	not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
10	уходить		M=V=M.CONV=COMIT	converb		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
10	говорить		V	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
10	запирать		V-POT-FUT1-RALA	future	quote	not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
11	звать		HPL=V-POT-FUT1-RALA	future	quote	not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
12	слышать		V=PART.N=DA	participle		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	783	
12	приходить		HPL=V=HPL	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
13	приходить		HPL=V=PART.N=TEMP	converb		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
13	наполняться		N=V-PART=N	participle		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
13	быть		N=V	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
13	быть		F=V	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
14	ругать		V	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
15	идти		HPL=V=HPL	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
15	есть		COP=PART.N=TEMP	converb		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
15	идти		HPL=V.IPF-PART=HPL	participle		nonfinite	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
15	быть		HPL=V=HPL=NEG	preterite		not P	12. Прогуливание урока		personal story	direct	Мадинат Магомедова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
1	быть		HPL=V=HPL	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
1	приезжать		HPL=V=HPL=IPF-CONV	converb		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
2	находить		NPL=V	preterite	find	not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
3	быть		N=V	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
3	темный		ADJ-VRB-PART=N	participle		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
4	видеть		V-IPF-PART=N=LOC	participle		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
4	быть		HPL=V=HPL=NEG	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
5	говорить		V	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
5	давать		V-RE	imperative	loan from Russian / quote	not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
5	красть		V-POT.INF	infinitive	quote	nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
6	говорить		V	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
6	оставлять		N=V-POT.IMP-RALA	imperative	quote	not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
7	слушать		V-NEG=N=CONV	converb		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
7	идти		N=V-IPF-CONV-DA	converb		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
7	быть		N=V=HPL=CONV	converb		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
7	тащить		V	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
8	тащить		N=V		translation as nonfinite	nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
8	приходить		N=V=PART.N	participle		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
8	крутить		V=N=CONV	converb		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
8	класть		N=V	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
9	не.есть		NEG.COP	present		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
9	ехать		N=V-MS.IPF-CONV	converb		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	776	
10	смотреть		M=V	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
10	делать		V-IPF-CONV-DI	converb	quote	nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
11	хватать		N=V=M=CONV	converb		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
11	оставлять		N=V=M=CONV	converb		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
11	теряться		M=V-MSD-OBL-ERG	masdar		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
11	быть + тянуть		N=V V-MS.IPF-CONV		preterite series	not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
12	говорить		V	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
12	делать		V-IPF-PART=N=DI	participle	quote	nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
13	есть		COP	present		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
13	двигать + есть		V-IPF-CONV + COP-RALA			NA	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
13	мешать		V	infinitive	loan from Russian	nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
13	делать		V-BI-NEG-INF	infinitive		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
14	оставлять		N=V	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
14	быть		N=V	preterite		not P	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
15	бояться		V-MSD-OBL-ERG	masdar		nonfinite	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
15	дрожать + быть		V-IPF-CONV-RABI + M=V			NA	9. Маленький рассказ об Ибрашке		personal story	direct	Али Загидов	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	777	
1	приходить		N=V-IPF-PART=N	participle		nonfinite	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
1	быть + есть		N=V=N=CONV + COP	perfect		P	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
2	собираться		N=V-CAUS=N=CONV	converb		nonfinite	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
2	приводить + быть + есть		N=V-IPF-PART=N + N=V=N=CONV + COP		perfect series	P	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
3	говорить + есть		V=N=CONV + COP	perfect		P	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	784	
3	есть		COP-RALA	present	quote	not P	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
4	быть		N=V-NEG	preterite	quote	not P	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
4	быть		N=V-IPF-FUT.NEG	future	quote	not P	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
4	не.есть		NEG.COP	present	quote	not P	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
5	давать		V-IPF-PART=N	participle		nonfinite	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
5	давать		V-IPF-PART=N	participle		nonfinite	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
6	собираться		N=V.CAUS-PART=N	participle		nonfinite	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
6	быть		N=V-IPF-PART=N	participle		nonfinite	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
6	быть		N=V	preterite		not P	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
6	давать + быть		V-IPF-PART=N + N=V		preterite series	not P	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
7	пить		V-MS.POT.INF	infinitive		nonfinite	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
7	отпускать + быть		NPL=V-IPF-PART=NPL + NPL=V		preterite series	not P	13. Корова		village anecdote	indirect	Асият Халилова	Bagvalal	Kvanada	Andic	Kibrik et al. (2001)	785	
